id,iban,dateOpened,customerId,balance
560,VG4718558654647886788308,2021-01-25,225,6388
561,SK3683303389344641774872,2022-01-24,824,71537
562,AL88472468694557721690283632,2021-06-28,541,39794
563,SE2849877456228711937771,2021-02-22,345,64230
564,NL57KUBK2832536145,2021-05-11,847,14763
565,KW2583993919353441665240527862,2021-03-12,171,95096
566,HU29761121321407111373523037,2022-08-16,330,86396
567,GB67PXTO12574503556855,2021-01-23,74,58114
568,ES0625344570762888989254,2022-03-03,738,13859
569,DE47379465552661542615,2021-10-09,441,49622
570,CY08677270365004376231295614,2022-05-10,981,55818
571,FI2285738156181401,2022-09-17,997,89802
572,PL44352844555617474846117658,2022-04-25,621,26626
573,IS765685234715165651548646,2022-11-03,246,65208
574,CR3098620114238268524,2021-05-09,951,90388
575,CZ3348376346661893248752,2022-04-05,311,83057
576,GE85885304313793163560,2022-06-19,694,86128
577,GT42772310189368261887422963,2020-12-16,419,92882
578,IT440WNCYI07321130868699070,2021-06-20,239,56851
579,MD2432113262632265547335,2021-03-18,704,77539
580,CH7621181078179635871,2022-02-24,140,45892
581,KZ882221975403668446,2021-02-06,359,46306
582,FR6116722691725768932635158,2022-09-05,611,68118
583,DK8415643097883247,2021-05-07,618,39600
584,GT87770058551950795360741074,2022-06-01,172,80010
585,AL86519794731607893893639798,2021-03-31,278,26619
586,LI7373812591752653746,2022-02-01,297,24842
587,FI2537663807882931,2022-02-26,181,11738
588,GL1003566808808793,2021-10-12,111,65526
589,CY72765880777445774862165592,2022-11-22,691,88132
590,IL206066477574685794707,2022-01-19,674,78954
591,DO90733260132448856652142277,2022-10-22,569,1803
592,EE909176005424622220,2022-10-30,359,54813
593,AL39882670777849053488016934,2022-07-04,906,89971
594,FI6513887397776867,2021-10-22,30,61859
595,HR7122677502383356072,2021-03-22,286,24666
596,BG22IILB31355472793512,2020-12-16,763,3848
597,TN7724565983025945786866,2022-02-06,179,59848
598,MT41XXXY40443337573142760161363,2021-03-28,299,31160
599,KZ074233648062977241,2021-04-29,695,13283
600,IE92GEMH57758664216225,2022-11-11,500,15308
601,BA964535873615873739,2021-05-13,549,12097
602,PL47667243241732384942325284,2021-07-10,321,61541
603,FO6642113175416281,2021-11-22,856,47554
604,NL42JTBD5491587203,2022-01-25,584,5683
605,ME11695675008184118265,2021-12-19,225,23686
606,SM9582245948341457714412846,2021-11-08,754,96249
607,CH1582473374258504122,2022-03-07,580,57751
608,ES9392841040071560754661,2022-03-17,61,47962
609,LV35VBFR3813097992113,2021-11-06,246,99214
610,PL15385251415137712338373202,2022-03-17,331,3451
611,LT041472712807799694,2022-02-13,405,64269
612,HU18855170661936839628479396,2021-12-31,880,86619
613,VG3815173384069316163285,2021-08-26,534,72718
614,LU896171517588470943,2021-01-26,537,35160
615,SM6526847539278712522974082,2021-01-07,327,3788
616,CR2914145373802025658,2022-07-25,831,47827
617,LV54GOSZ2203242153811,2020-12-28,886,52521
618,LV53IGBN8112226111225,2022-09-10,145,71232
619,ES9414877053362285461675,2022-02-01,907,22095
620,BG25ZFCD48279398413518,2022-10-22,394,32580
621,DO76655144844521541414173585,2022-04-03,127,94150
622,FO1452048957353581,2021-05-10,462,12402
623,SI47725580980720893,2020-12-21,265,26075
624,FI6699215288515779,2021-09-28,454,50093
625,BE38902825290046,2020-12-26,603,56523
626,RO65CNDL1484449474148570,2022-06-20,125,90069
627,LI0786167741652383305,2022-10-11,92,21387
628,TN7305239171252867134552,2022-04-14,57,73487
629,TR890244434826814103445349,2021-09-28,327,57790
630,HU81752520339778342083315181,2021-01-30,185,22584
631,CR1051400721808820017,2022-09-28,947,3338
632,CH3478538862495427376,2022-06-03,132,71687
633,KW7923667685631422715685337733,2022-08-04,831,39500
634,EE905067054481462558,2021-05-02,213,72349
635,LU406162504568442508,2022-04-03,518,37287
636,KW0315555554216134473743515634,2021-10-28,665,43642
637,MU4745086885387333870716065821,2021-06-12,589,57461
638,MC3213457328726874576437335,2022-11-08,111,34109
639,GI66TWQE015385040345111,2021-03-06,705,61126
640,PT47388173942647869028234,2021-01-18,156,86368
641,GB51BDYN09676040295137,2021-10-12,295,46914
642,AL85090848577679248487198605,2021-03-13,943,672
643,GR6778867681183470766216531,2021-02-20,91,60255
644,IE64VYMM82745198715213,2020-12-31,15,85842
645,MU9722824510388489888715185582,2022-07-25,551,82475
646,GT67216827433646677578764697,2022-02-23,516,54828
647,HR3316821561015968759,2022-04-06,208,68698
648,SM5463253532177757529286855,2021-12-22,107,26303
649,FR8005551531256432543481528,2021-10-26,903,87661
650,VG3726885485523861870016,2022-10-08,257,65580
651,MC3806921451550135250886762,2021-11-10,433,79498
652,AT915692822855645372,2022-08-22,816,29094
653,SM0649682345491289632906580,2021-03-17,460,88634
654,FO3322170362165866,2020-12-09,530,8673
655,LT562241421214138447,2021-12-21,167,79436
656,ME96082855797809411331,2022-03-01,925,20760
657,DO19935954502349570103456717,2021-05-19,569,14161
658,SM8320756575661285377723164,2021-05-28,555,13165
659,MU1004733442721889264133858214,2022-10-05,135,54573
660,GL5488538447384158,2022-10-27,371,67452
661,NL70XFYC8652875515,2021-05-17,878,8670
662,SE1814877875271194262828,2021-03-14,862,14422
663,MK88153356209814718,2021-02-20,599,19971
664,RO77IYAX5862774488587836,2022-01-24,577,12809
665,IT076LYGFI74438574952374529,2022-07-17,152,17786
666,DK9329755822551027,2022-09-05,230,7624
667,CH4564171564183754647,2022-01-02,285,65226
668,SI83998187714329148,2021-03-06,365,75241
669,NO9858537797769,2021-09-22,323,20983
670,RO12OGRC8134485265223322,2022-07-15,30,45851
671,MT91JINN72711236781580518388664,2022-10-08,392,86584
672,PS742711522204507234496415716,2021-05-15,500,21086
673,LT841827828311363249,2021-08-14,272,83494
674,IL336365841391655242461,2021-12-06,798,69974
675,IT377RIQCI03185442613419472,2021-06-08,36,45844
676,CH5685404752075567173,2021-11-23,737,28021
677,BH74898944072721788755,2021-06-30,774,1167
678,ME72897015692599454458,2021-06-01,567,37207
679,NL08GXPN7055727798,2021-11-08,997,44158
680,AD7065171535275514367150,2022-07-13,924,5892
681,IT273TWXMI22156748751457993,2021-06-21,298,69557
682,BE71222670133621,2022-04-07,1000,23072
683,EE871798368935144512,2022-05-14,916,84203
684,SI33376721631712378,2021-06-11,560,85359
685,PK3625429404433112278338,2021-12-13,337,66438
686,TR385572908189028649861175,2021-09-29,327,52412
687,LI7163725163632954182,2021-11-16,456,31179
688,PS698196821827238263171541783,2020-12-31,808,43796
689,KW5946638910663837243562102377,2021-02-10,881,85840
690,FI2092717058055631,2021-05-13,728,22937
691,AT421836517001798083,2020-12-13,19,46556
692,SA0301649782283139059880,2022-01-15,503,22296
693,CH1414677681755647646,2021-12-26,515,38624
694,ME22956568824716917732,2022-02-26,72,41
695,LV96ZWIJ6229490529652,2022-08-22,961,31707
696,ES1215514347356868399884,2022-08-03,843,38785
697,GL8195833172283232,2021-05-10,632,70690
698,LT612750614634291818,2021-04-19,368,37280
699,AT795760895676107062,2022-03-15,258,24132
700,KW1734752430189518039470745001,2021-01-02,892,6876
701,DO95371035153946129373533564,2021-09-25,838,34514
702,MD2854337387747746463578,2021-10-17,637,87144
703,DO23102111768316870772671372,2020-12-01,822,37181
704,GB38CUEN47326208167696,2021-05-01,342,97424
705,SM9150678415525883878175073,2022-11-17,515,11007
706,MU5830695648498977847816482687,2021-09-14,850,14152
707,CY47216408862473542750550681,2022-07-01,571,87726
708,BH43512431616936679701,2021-04-09,293,16782
709,MR2296355879066262243091748,2022-01-10,259,22482
710,FR5378041088537432813527223,2022-01-15,272,88580
711,DO44210152534406316566432402,2022-10-07,796,4819
712,SI35808743345021723,2021-03-10,492,90598
713,GL0268252879924347,2022-07-03,316,99963
714,AT266435197213258618,2022-08-04,185,19799
715,PT09685844919718457330962,2022-07-21,300,79948
716,SK3945574627761664738336,2022-05-15,614,43676
717,RS21571064851431988863,2021-01-21,65,54330
718,CH1848483788490537235,2021-12-26,662,29172
719,TN2465856226323640452494,2021-01-16,693,13674
720,PL90591816794481724324842189,2022-02-16,93,33249
721,IS381847745539545785499630,2022-09-08,732,66083
722,GI95QCQK166471122218828,2021-07-13,375,29516
723,FI0433147227762483,2021-02-02,882,84874
724,HU06686836211533433666145933,2021-02-03,260,69780
725,CH7362488133108111758,2022-07-04,978,31102
726,PL37513518517218216656220515,2020-12-16,869,81531
727,NO2743773659131,2022-09-16,905,1143
728,SI64681393412007766,2021-02-16,887,80299
729,HR0456712344562172565,2022-03-28,689,48319
730,SI52442875374338541,2021-08-11,865,94905
731,IS897849355012260192453563,2021-04-16,533,17922
732,LB24606521645268810655367269,2022-11-12,253,53372
733,BH47554725374183512924,2022-04-27,653,32401
734,GL1178962536774267,2022-03-17,386,60622
735,MU9566283623125138791251326737,2022-02-20,967,29307
736,PL52148451765824107325438136,2022-06-14,715,50022
737,MD5276336009394346746211,2021-05-23,93,9416
738,TN3270582659508907158359,2022-09-25,55,44214
739,PL21515536545521238316141475,2021-09-12,280,38750
740,SM1778813161095905475956417,2022-03-08,218,13137
741,CZ6044835665233327675538,2021-05-12,177,11166
742,DK0518735682512225,2022-04-09,680,4838
743,CR4668641845774545527,2021-02-16,123,12028
744,NO8863821702132,2022-05-23,396,57173
745,PK5831724868569735682857,2021-06-08,761,57617
746,PK4855332931733642632477,2021-10-24,633,41388
747,AE976067984123486416663,2022-05-04,129,55101
748,AT760130660421045852,2021-04-16,587,25369
749,LU311318912289256387,2021-01-29,993,39474
750,KZ709199567205682468,2021-01-03,366,47915
751,LT588165185375127091,2021-10-01,838,58535
752,KW9637312115826415832027395055,2020-12-31,655,83056
753,MD0754319077192038624758,2022-08-13,887,11916
754,RO72HLWT0180934626656678,2022-06-17,235,4474
755,MD2034446660614809856877,2022-01-03,537,40123
756,SK9877758536174731789294,2022-04-23,868,83300
757,MC1728333284433668634887723,2021-02-19,578,67514
758,BA033555312363970661,2021-04-18,838,97487
759,CR5287911953126814451,2021-08-24,354,72615
760,LU188296758755252291,2021-11-14,470,19667
761,SI07648267167622741,2022-01-27,726,39565
762,IS313195741639868698263220,2021-08-02,159,48851
763,GE22327637378517426716,2022-10-10,703,45949
764,CY31104194903046432633854428,2021-01-21,392,54815
765,MK26521857416072822,2021-10-26,939,54875
766,MR6231424372339628951335564,2021-08-12,119,85034
767,DO78190664450336467678473082,2022-05-06,805,95965
768,IE66WQCN22513615161754,2021-05-18,934,94624
769,SE9128515111822321873819,2022-04-24,910,28398
770,HU16225777526724145223976479,2022-04-26,11,7925
771,DE12813353807110075354,2022-11-13,629,73177
772,MR2831537972770697385868334,2022-03-21,840,24265
773,VG1599962121116885786595,2021-11-01,266,60008
774,EE571161221773864498,2022-02-04,938,85949
775,DK1986151367213924,2021-11-05,948,60559
776,CZ6183126512421988632172,2022-02-06,741,1149
777,EE525134616526371281,2022-05-24,117,43067
778,CZ8007072116008186554803,2021-09-12,362,67106
779,SA9102066240679041434404,2022-05-03,649,13798
780,PK5945112873477587649756,2022-03-04,372,54809
781,NO9032653361687,2022-03-13,246,89991
782,FO0403314596168152,2021-12-13,712,24114
783,RO91FYHX4403267855874022,2020-12-04,804,32223
784,DE23036032427630102644,2021-12-07,102,15590
785,IT051GSKGI35445566211142480,2021-01-17,126,46512
786,CH9451475436701659870,2022-10-06,268,93570
787,FO0453218633335242,2021-06-21,761,8486
788,DK8465412705936205,2021-06-04,701,1305
789,SK6464380767627738250148,2021-05-11,938,43084
790,LV76JSZD2933361430744,2021-06-15,401,12915
791,TR148340411078014740672714,2021-10-17,851,19905
792,IT418UGMNI46961119909140313,2021-10-02,342,22843
793,BG19NKGY26463741215531,2022-07-23,443,11944
794,GR6012484735246122583591514,2021-11-15,646,24030
795,LB81286218205271702324224315,2022-04-10,943,122
796,LV90UTBV6664628153454,2020-12-29,904,84713
797,SA2043545276771028603296,2021-06-23,443,30978
798,MC9167627652543538484861233,2021-11-01,595,29011
799,CH2120494013134040256,2022-06-18,641,74730
800,MC0957215311658889321776528,2022-02-04,645,2129
801,MU7012718473658577768544834169,2021-09-06,884,31780
802,GB89WZWV24380862440354,2022-10-21,776,1224
803,ES4054378525138583127227,2022-05-16,461,20481
804,ES6116272595786718383244,2021-05-10,275,54678
805,BH71218770264653937392,2021-01-13,584,30128
806,KW4971266476822141497191262578,2022-08-13,888,9276
807,ME75767154897635388811,2022-09-18,974,92237
808,MU4893785157140265144612171668,2022-07-16,86,84065
809,AD1486881808093121135534,2022-02-21,991,8168
810,CR6062744517945530731,2021-03-08,172,91467
811,MC5751765962386837143415356,2021-01-04,236,64495
812,IE90QJBL22573897145137,2021-07-28,566,26698
813,SE7918523589287244378465,2022-06-11,12,51051
814,IT715KRXEI21888564214774546,2021-10-29,345,87250
815,FO6483245915614354,2021-08-24,551,84438
816,PT65772541336144946872314,2021-08-20,367,95434
817,SE8313301843777477368115,2022-08-26,322,76587
818,GR7273138471922165793310181,2021-05-30,459,69798
819,ME03632055488777623634,2021-07-27,229,15610
820,CZ2127480803954182722392,2022-08-23,790,51373
821,IT892KMHII24786337724807782,2021-05-01,133,53704
822,GL5911844627245681,2022-07-13,142,20768
823,AZ45923657710410486836351021,2021-11-04,435,47065
824,BG50QITM63867213635964,2021-08-20,501,30258
825,FI4623487523502212,2022-02-22,244,49082
826,GI23YTHU880494399786361,2021-02-21,612,34443
827,PS530544161683452396113447865,2021-07-03,429,27627
828,SM1464448638413562529023355,2021-08-09,737,47322
829,VG7146087047112038684112,2022-03-31,830,54763
830,VG2551655516325836853174,2021-04-22,899,93779
831,LB38633897115833331741738179,2021-06-27,602,93891
832,PL20832142558976921645545623,2021-07-10,500,82972
833,SM3015112303717616175281511,2021-12-27,197,6404
834,IT282UNSNI19238703654895543,2022-01-04,264,71937
835,FO6721662454314484,2021-09-01,867,70065
836,AL16956804287740351168618192,2021-03-08,636,25189
837,FI8209378357818718,2021-05-13,78,97471
838,CZ2185599519098186113707,2022-10-31,69,57357
839,GI11XDCH520382258277947,2022-02-28,632,45767
840,DE45834568400512448714,2021-05-02,966,52077
841,FO6542787544386524,2022-05-16,689,78833
842,DO36636740230877791833377251,2022-06-07,406,8797
843,AL23872283117947666237424623,2022-08-31,41,93657
844,IE08VLLM97414225184888,2022-09-01,269,33005
845,AZ06582662492387644763417065,2022-01-16,187,60808
846,CR4184488335684523429,2021-02-10,39,73021
847,CZ1252119614765485386727,2022-07-18,739,24580
848,MD3317241818861901418695,2020-12-19,877,67579
849,MK56627218965433173,2021-12-12,412,29595
850,RO34OECX8246547335357649,2022-07-17,629,85015
851,AE861502692156557578363,2022-02-12,193,59309
852,HR8653881378382771176,2021-07-18,38,57893
853,SA9711310692466643444350,2021-10-04,978,80973
854,SI07439142468155178,2021-07-12,337,73007
855,CZ0836385162580066654785,2022-11-13,606,57375
856,GR5433432552574982446422957,2022-03-16,222,26865
857,VG5124636132955736058716,2020-12-07,339,33863
858,GB44XFHF37070135594545,2022-09-05,660,21803
859,SI17882552618558439,2022-01-22,627,9622
860,LB28366212781248357417083273,2021-10-12,233,2199
861,KZ466449363746116269,2021-06-25,969,52263
862,DK8024042583582788,2022-08-11,266,96265
863,FR4443717615657437226066000,2021-01-22,714,52496
864,SK7038698005243993644513,2020-11-30,53,32223
865,NL19ICUU1181722664,2022-02-11,798,61163
866,DK4471802781537775,2021-08-06,16,2206
867,SK6249576717845215554451,2022-01-17,457,58364
868,SK9061634605825731017459,2021-06-15,224,85429
869,LI6817664008102847113,2022-04-20,635,71116
870,AL59824374134136616832644825,2020-12-17,714,49992
871,RO05LTCW5846460628656754,2021-05-15,886,18240
872,CZ7286787489983550631817,2022-11-09,198,36156
873,EE742052587414521623,2021-02-20,669,44715
874,GE33837165427826118108,2021-08-20,528,64007
875,LI2476559421371897774,2021-10-07,743,9139
876,ES1917174138523788488354,2022-08-16,198,64079
877,IS163908224079823123459443,2021-03-27,893,81667
878,AT041682287646693179,2021-12-15,939,40710
879,MD2562631073640405328661,2020-11-25,980,90444
880,KZ505824269752741308,2021-03-27,85,59731
881,SK3467621861858561119378,2022-03-28,448,80253
882,MT98KOEN51438823386947783866383,2022-10-30,113,47432
883,PT78421270215162014268280,2022-05-19,929,74630
884,GL4366623172670127,2022-10-20,25,891
885,FR9851786252539512821147847,2021-08-15,127,48622
886,CY36847866554983502351461939,2022-04-21,961,17762
887,NL83FJDN0258155644,2022-06-15,159,44807
888,NL11WCPU2581528123,2022-09-28,156,92193
889,HU85226758951017845184211136,2021-08-22,387,45034
890,ME41848686574571522626,2022-06-17,249,92967
891,FR3587723651362843384521134,2020-12-21,174,19080
892,LV89VDJF6644644239745,2020-12-04,313,52124
893,NL46BQSF3891772434,2021-08-07,511,57618
894,FI7587937192781672,2022-08-03,451,88693
895,HR1045214671210077413,2021-03-23,27,93863
896,KW2975733271578559050736651634,2022-10-09,208,75713
897,MK76230581676515636,2021-04-10,73,40677
898,FR4957986714419839725410335,2021-07-13,666,32832
899,FI2962412417896987,2021-07-15,504,96530
900,MC8730894551837851285763671,2020-12-29,609,93629
901,DO15416767760084577399155654,2022-05-09,3,37841
902,AD4223742410591154276718,2021-10-05,667,85185
903,SA1186832148568945689428,2022-08-03,542,26
904,KW6439377886947358891826504274,2022-04-23,116,58680
905,AZ44818844732645762768327223,2021-07-15,301,57256
906,FO6273151223478078,2022-07-06,115,63947
907,GB52MVIH56250206778625,2020-12-18,250,24227
908,DE66696397773084645494,2021-06-23,944,31105
909,ES6521576255524652122324,2021-10-25,348,39605
910,CR8471126445216453624,2022-04-28,723,46163
911,MD9432836170652688183417,2022-09-05,686,69502
912,ME30986451743315127465,2022-05-25,26,86164
913,ES2951182114505455574646,2022-06-02,622,11793
914,ES4784362376450821831718,2021-07-07,555,69331
915,AT032090852818493549,2022-05-02,223,25822
916,LB89256876264580473252758321,2022-10-15,840,35690
917,RO72OLVP2726375385213613,2022-07-04,678,10233
918,TR642764223803655173367212,2022-06-25,904,82826
919,BE11246859724750,2022-08-04,676,38929
920,NO0909192571247,2021-04-30,51,85178
921,LB38916221444345375155613152,2021-03-09,705,33519
922,FI6628127672584121,2022-11-04,554,15765
923,SI17811972161156334,2021-09-06,68,91676
924,KW8911688524268150285660726256,2022-09-10,967,9133
925,IS737828493824178326169848,2022-10-10,909,47837
926,LV45FJIK4594341690718,2022-10-30,433,53886
927,DK5314525484729396,2021-04-18,783,18553
928,BE40652268595237,2022-09-04,748,38966
929,FI1315462826457366,2021-09-22,421,61329
930,MC7483783699337469135755922,2021-05-22,748,41948
931,DE30276018578013943963,2021-09-23,381,90534
932,EE173049188465296226,2021-01-07,691,42456
933,IE37SJMK06316418461891,2021-05-31,228,67336
934,PT41068558128343784261511,2021-05-10,71,92583
935,DO16440085308882859409987785,2022-07-18,799,70503
936,SA1533108260435723844865,2021-05-24,286,5670
937,AE381873217982566385586,2021-01-01,545,43479
938,LU221080723667551013,2021-06-07,365,24532
939,LI4245244535522594302,2021-01-17,282,79525
940,CY68659868942082628876928432,2022-08-04,288,77184
941,BE34354425584457,2022-03-03,79,69689
942,PS334212264416788714163138140,2021-03-15,545,44056
943,MT85SJRR15551311443363071525151,2021-08-24,269,97515
944,NO7143524475524,2022-03-23,230,61595
945,IE77CSUT65367421951761,2022-03-06,780,14239
946,GT94112824230065169043663726,2021-09-27,807,15942
947,GT40347177476535538325621422,2020-11-27,707,35202
948,LT490542905619852337,2022-04-02,224,96365
949,LT900835855342628654,2021-02-21,921,16092
950,HR5757883540852539723,2021-07-14,924,89100
951,BG22LJVL46336534151046,2021-10-09,215,60061
952,AD9076310588187897414741,2020-12-10,672,5676
953,SI34683444094664473,2021-10-18,163,46830
954,RO07CLYH4756360227271266,2022-04-12,856,45635
955,NL15BORR3475231668,2021-01-14,78,66519
956,KW1133807523522174688682509580,2022-08-21,592,55323
957,LI1161283147351384765,2021-03-08,688,64273
958,AE206058621892041168818,2021-03-14,150,65483
959,FR3888164511688110531198486,2022-02-26,923,54784
960,AZ26884544423164243675359620,2022-01-06,438,14758
961,VG2586730782763235591249,2022-09-19,370,87981
962,GT74491825288127955625251685,2020-12-04,704,86526
963,AE256865652856144872132,2021-03-26,893,34886
964,KW5485158376875825085317386249,2022-04-19,708,84425
965,MD1364995732856348458446,2022-08-14,362,60913
966,ME18751181513763788262,2021-05-16,749,3551
967,FI1833835313267716,2022-11-07,378,57470
968,LB94278582676740855616217782,2021-10-15,275,19744
969,MC4687887247187196454426081,2022-07-29,149,42749
970,KW8463777607928565853625341876,2020-12-19,209,31582
971,AE197453085670547136738,2021-05-22,610,37831
972,MD7956726311144810577064,2021-12-05,361,25570
973,SK7202751289528894042758,2022-10-25,495,69653
974,SE9427383564593646684174,2022-03-20,469,75408
975,BH91204537115137547621,2021-06-02,634,93468
976,IL808470374788654158612,2022-01-21,911,82428
977,KW7445611170306229139868113285,2021-01-21,586,97442
978,MT21GCIB81253228695436746360346,2021-10-11,855,179
979,CY36795174760253133816578329,2021-06-02,456,20878
980,ME04808616224329301422,2022-09-16,460,6828
981,TR531736701421346742631182,2022-01-25,240,33652
982,CZ5640770141640309526160,2022-01-08,751,90921
983,LT755274113765469863,2021-05-01,492,49208
984,CY71367361825264057420464548,2021-08-26,778,42197
985,CR3730756855953788288,2021-05-22,387,80071
986,AE789226165613282865114,2021-02-10,105,25922
987,TN7042894342884865825253,2021-11-29,65,75708
988,KZ592618722474816823,2022-10-06,972,5672
989,LU354258183489563261,2022-11-22,869,79463
990,LV73EXJT7681979435124,2020-12-09,644,44691
991,ES9658237774325605325818,2021-10-02,691,83042
992,LI5184761630085664538,2021-03-19,797,85115
993,HU54583114883771289772821173,2021-12-28,818,72095
994,PL62146489523942777778571398,2021-05-25,985,9383
995,SM8111635136546156884862568,2021-04-27,539,68593
996,DK5736822882877130,2020-12-08,473,95129
997,CZ0323228040628906468636,2022-02-04,635,76589
998,ME94515814468624771729,2022-05-16,759,80075
999,KZ252343462319083633,2021-04-30,108,11118
1000,GB86EVHI98719626289731,2021-02-09,319,95253
